#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000   -9.3418   -3.0679   -3.0679   -3.0679   -2.2791   -2.2791   22.6384   25.2465   25.2466   25.2466   27.7355   27.7355
  0.1931   -9.1918   -3.1103   -3.0315   -3.0315   -2.3167   -2.2628   22.1317   23.8516   23.8516   24.6343   28.5621   29.2049
  0.3862   -8.7478   -3.2311   -2.9101   -2.9101   -2.3913   -2.2145   21.1361   21.7847   21.7848   23.3475   28.9772   30.5149
  0.5794   -8.0310   -3.4212   -2.7629   -2.7629   -2.5550   -2.1423   19.7793   19.7793   20.1470   21.8314   25.5147   33.0953
  0.7725   -7.0927   -3.6369   -2.6656   -2.4824   -2.4824   -2.0211   17.9412   17.9412   19.3131   19.7388   22.8921   36.0177
  0.9656   -6.0680   -3.8692   -2.6112   -2.2424   -2.2424   -1.9334   16.3231   16.3231   16.7807   18.6503   21.5544   38.1888
  1.1587   -5.2841   -4.0812   -2.1066   -1.9988   -1.9988   -1.8475   13.6382   14.9760   14.9761   18.1577   20.8676   40.4726
  1.3518   -4.9787   -4.3048   -1.8030   -1.7827   -1.7827   -0.8845   10.6908   13.9530   13.9530   17.8195   20.4846   41.4967
  1.5450   -4.9223   -4.4152   -1.7572   -1.6197   -1.6197    0.6499    8.2316   13.3111   13.3111   17.6234   20.2908   41.9853
  1.7381   -4.9185   -4.4216   -1.7412   -1.5494   -1.5494    1.5112    7.0767   13.0921   13.0922   17.5618   20.2319   42.1927
  1.7381   -4.9185   -4.4216   -1.7412   -1.5494   -1.5494    1.5112    7.0767   13.0921   13.0922   17.5618   20.2319   42.1926
  1.8346   -4.9038   -4.4426   -1.7539   -1.6278   -1.5616    1.6118    7.0901   12.8225   12.9231   17.8748   20.4822   41.8078
  1.9312   -4.8438   -4.3918   -1.8014   -1.7783   -1.5618    1.8910    7.1328   12.1698   12.4806   18.6684   21.1703   40.6452
  2.0278   -4.7636   -4.3459   -2.0460   -1.8404   -1.5631    2.3033    7.2041   11.3437   11.8862   19.7253   22.1710   38.9773
  2.1243   -4.6486   -4.2506   -2.3169   -1.9146   -1.5595    2.8108    7.3088   10.4610   11.2407   20.9344   23.3802   37.1438
  2.2209   -4.5271   -4.1615   -2.5932   -2.0116   -1.5607    3.3892    7.4488    9.5672   10.6014   22.2473   24.7252   35.2843
  2.3174   -4.4015   -4.0486   -2.8600   -2.1127   -1.5616    4.0241    7.6288    8.6850   10.0050   23.6441   26.1500   33.4506
  2.4140   -4.2883   -3.9114   -3.1099   -2.2040   -1.5622    4.7072    7.8252    7.8504    9.4727   25.1150   27.5828   31.6630
  2.5106   -4.2096   -3.7497   -3.3584   -2.2737   -1.5626    5.4308    6.9939    8.1030    9.0287   26.6552   28.8539   29.9294
  2.6071   -4.1806   -3.5679   -3.5679   -2.3211   -1.5627    6.1945    6.1946    8.2725    8.7941   28.2595   28.2595   29.4553
  2.6071   -4.1806   -3.5679   -3.5679   -2.3211   -1.5627    6.1945    6.1946    8.2725    8.7941   28.2595   28.2595   29.4553
  2.7437   -4.1527   -3.6159   -3.5441   -2.3216   -1.5934    5.5997    5.8717    8.9559    9.3224   27.3491   28.1865   30.4769
  2.8802   -4.0661   -3.7448   -3.4651   -2.3367   -1.6646    4.5776    5.2944   10.2454   10.5057   26.1372   27.9941   32.0245
  3.0168   -3.9546   -3.9383   -3.3654   -2.4115   -1.7284    3.5386    4.7763   11.7246   11.9950   25.0179   27.7335   33.7041
  3.1534   -4.1994   -3.7588   -3.2120   -2.5292   -1.7485    2.5526    4.3827   13.3280   13.6771   24.0339   27.4486   35.5922
  3.2899   -4.4590   -3.5365   -2.9983   -2.7047   -1.7402    1.6365    4.1058   15.0333   15.4977   23.2000   27.1463   33.4492
  3.4265   -4.7118   -3.3518   -2.8647   -2.7398   -1.7317    0.7955    3.9193   16.8251   17.4100   22.5370   26.8030   30.8397
  3.5630   -4.9163   -3.2077   -2.9885   -2.4055   -1.7129    0.0332    3.8029   18.6632   19.3465   22.0668   26.3364   28.4032
  3.6996   -5.0492   -3.1179   -3.0644   -1.9919   -1.7050   -0.6223    3.7395   20.3794   21.1319   21.8604   25.6327   26.2460
  3.8361   -5.0949   -3.0910   -3.0910   -1.7016   -1.7016   -0.9928    3.7194   21.1151   22.0768   22.0768   25.0762   25.0762
  3.8361   -5.0949   -3.0910   -3.0910   -1.7016   -1.7016   -0.9928    3.7194   21.1151   22.0768   22.0768   25.0762   25.0762
  4.0034   -5.1590   -3.0760   -3.0760   -1.7343   -1.7343   -1.5200    4.5273   21.2013   22.0992   22.0992   25.2704   25.2704
  4.1706   -5.4115   -3.0253   -3.0253   -2.4306   -1.8143   -1.8143    6.3404   21.4505   22.1811   22.1811   25.8332   25.8332
  4.3379   -5.9802   -3.0555   -2.9985   -2.9985   -1.9596   -1.9596    8.5937   21.8243   22.3510   22.3510   26.7077   26.7077
  4.5051   -6.7898   -3.2668   -2.9233   -2.9233   -2.0841   -2.0841   11.1066   22.2740   22.6322   22.6322   27.8549   27.8549
  4.6724   -7.6299   -3.2826   -2.8997   -2.8997   -2.2191   -2.2191   13.8066   22.7092   23.0356   23.0356   29.1740   29.1942
  4.8396   -8.3530   -3.2382   -2.9224   -2.9224   -2.2793   -2.2793   16.6408   23.0537   23.5650   23.5650   29.5836   30.1421
  5.0069   -8.8954   -3.1463   -2.9904   -2.9904   -2.3008   -2.3008   19.5241   23.3138   24.2044   24.2044   29.3686   29.3757
  5.1741   -9.2293   -3.0892   -3.0463   -3.0463   -2.2866   -2.2866   21.9773   23.8869   24.8774   24.8774   28.2657   28.2657
  5.3414   -9.3418   -3.0679   -3.0679   -3.0679   -2.2791   -2.2791   22.6384   25.2465   25.2466   25.2466   27.7355   27.7355
  5.3414   -9.3418   -3.0679   -3.0679   -3.0679   -2.2791   -2.2791   22.6384   25.2465   25.2466   25.2466   27.7355   27.7355
  5.5462   -9.1732   -3.1036   -3.0386   -3.0289   -2.3059   -2.2744   21.7682   23.1953   24.3636   25.4854   27.8216   28.6568
  5.7510   -8.6755   -3.1989   -2.9529   -2.9307   -2.3707   -2.2277   19.3624   20.2644   24.5712   26.1903   28.0840   28.1034
  5.9559   -7.8758   -3.3403   -2.8906   -2.8115   -2.4530   -2.0846   16.7364   17.4614   25.4447   26.5103   27.2726   28.0931
  6.1607   -6.8355   -3.4571   -2.9602   -2.6377   -2.5343   -1.7853   14.2217   14.9244   24.7118   25.2838   26.7104   28.8910
  6.3655   -5.6872   -3.5253   -3.0993   -2.5614   -2.4379   -1.2577   11.8704   12.7221   22.7787   23.0624   28.3059   30.0745
  6.5704   -4.6981   -3.5578   -3.3495   -2.5827   -2.2452   -0.3634    9.6984   10.8978   20.4866   21.6842   30.1986   31.2123
  6.7752   -4.1428   -3.6371   -3.4328   -2.4820   -2.0306    1.1405    7.7124    9.4830   18.4324   20.6157   32.3790   32.6318
  6.9801   -4.0487   -3.9108   -3.1879   -2.3106   -1.8666    3.2258    5.9157    8.4694   16.6449   19.8303   33.3550   34.3455
  7.1849   -4.3157   -4.0796   -2.8069   -2.1179   -1.7294    4.3213    5.7172    7.8145   15.1641   19.2732   28.9089   36.3480
